,Fase,Gênero,Instituição de ensino,IAA,IEG,IPS,IDA,Matem,Portug,Inglês,IPV,IAN,Idade,IPP,Defasagem,Status_entrada,INDE
2345,2,Feminino,Pública,10.0,8.1,0.075,7.0,5.0,9.0,0.0,7.7,10.0,11.0,7.5,0.0,0,8.075413959
2346,2,Masculino,Pública,7.4,7.9,0.063,7.5,6.0,9.0,0.0,6.5,5.0,13.0,5.8,-1.0,0,6.836033696
2348,2,Feminino,Privada - Programa de Apadrinhamento,9.5,9.8,0.094,8.0,6.0,10.0,0.0,9.2,10.0,10.0,8.9,1.0,0,9.171825
2352,2,Masculino,Pública,8.5,7.5,0.075,7.0,7.0,7.0,0.0,7.2,10.0,12.0,7.2,0.0,0,7.648602174
2359,2,Masculino,Pública,9.0,9.3,0.075,6.0,5.0,7.0,0.0,6.9,10.0,11.0,7.5,0.0,0,7.843291097
2162,1,Masculino,Pública,9.5,6.4,0.075,2.8,5.5,0.0,0.0,6.3,5.0,11.0,7.3,-1.0,0,6.023453788
2161,1,Feminino,Pública,10.0,10.0,0.075,9.3,9.0,9.5,0.0,9.1,5.0,10.0,8.9,-1.0,0,8.808825
1971,0,Feminino,Pública,9.0,7.3,0.075,9.0,10.0,8.0,0.0,7.8,5.0,10.0,8.8,-2.0,0,7.8262
1973,0,Masculino,Pública,8.5,6.3,0.055999999999999994,6.3,6.0,6.5,0.0,4.8,5.0,11.0,2.5,-2.0,0,5.6127
1975,0,Feminino,Pública,9.5,9.8,0.075,8.5,10.0,7.0,0.0,7.8,5.0,9.0,9.4,-1.0,0,8.3387
1977,0,Feminino,Pública,8.0,9.3,0.05,8.8,10.0,7.5,0.0,7.7,5.0,9.0,8.1,-1.0,0,7.7467
1978,0,Masculino,Pública,10.0,8.8,0.075,5.5,10.0,1.0,0.0,7.2,5.0,11.0,8.1,-2.0,0,7.3617
1963,0,Masculino,Pública,7.9,8.6,0.025,8.5,8.0,9.0,0.0,6.8,5.0,9.0,7.5,-1.0,0,7.075466667
1946,0,Masculino,Pública,7.0,6.5,0.075,7.0,6.5,7.5,0.0,7.5,5.0,9.0,7.2,-1.0,0,6.866741444
1947,0,Masculino,Pública,7.0,4.7,0.063,5.3,6.5,4.0,0.0,6.5,5.0,10.0,6.9,-2.0,0,5.799702674
1949,0,Masculino,Pública,8.0,8.7,0.075,8.3,10.0,6.5,0.0,7.5,5.0,9.0,6.9,-1.0,0,7.627588889
1950,0,Feminino,Pública,9.5,9.3,0.075,7.5,7.5,7.5,0.0,7.5,5.0,9.0,7.5,-1.0,0,7.8012
1951,0,Feminino,Pública,8.5,8.4,0.075,5.0,5.0,5.0,0.0,7.5,5.0,9.0,7.5,-1.0,0,7.040088889
1953,0,Masculino,Pública,9.0,6.8,0.025,8.3,10.0,6.5,0.0,7.5,5.0,9.0,7.5,-1.0,0,6.917866667
1954,0,Masculino,Pública,9.0,7.8,0.075,3.0,2.0,4.0,0.0,7.0,5.0,10.0,6.9,-2.0,0,6.392582353
1955,0,Feminino,Privada,9.0,8.9,0.075,8.8,10.0,7.5,0.0,7.5,5.0,9.0,7.5,-1.0,0,7.940088889
1957,0,Feminino,Pública,10.0,8.2,0.075,8.3,10.0,6.5,0.0,7.5,5.0,11.0,6.9,-2.0,0,7.722033333
1958,0,Feminino,Pública,8.0,8.4,0.025,6.0,6.0,6.0,0.0,7.5,5.0,10.0,7.5,-1.0,0,6.684533333
1980,0,Feminino,Pública,10.0,8.8,0.025,5.0,8.0,2.0,0.0,6.6,5.0,10.0,7.5,-2.0,0,6.5662
1981,0,Masculino,Pública,9.5,9.5,0.075,7.8,10.0,5.5,0.0,7.7,5.0,10.0,8.1,-1.0,0,8.005602692
2001,0,Feminino,Pública,9.0,7.8,0.075,9.3,10.0,8.5,0.0,8.3,5.0,10.0,7.5,-1.0,0,7.967866667
2002,0,Feminino,Pública,10.0,6.4,0.025,3.8,2.0,5.5,0.0,6.4,5.0,10.0,6.3,-1.0,0,5.685771429
2003,0,Masculino,Pública,9.5,9.7,0.081,8.8,10.0,7.5,0.0,7.7,5.0,10.0,8.4,-2.0,0,8.337318421
2004,0,Feminino,Pública,9.0,9.5,0.075,6.8,7.0,6.5,0.0,7.6,5.0,9.0,8.1,-1.0,0,7.724436842
2005,0,Masculino,Pública,8.5,9.7,0.075,8.0,8.0,8.0,0.0,7.5,5.0,9.0,7.8,-1.0,0,7.929818421
2006,0,Masculino,Pública,9.0,9.8,0.075,7.3,10.0,4.5,0.0,7.3,5.0,10.0,7.2,-1.0,0,7.73495
2008,0,Masculino,Pública,9.5,10.0,0.075,8.5,10.0,7.0,0.0,7.8,5.0,10.0,8.8,-1.0,0,8.3422
1999,0,Feminino,Pública,9.5,9.0,0.075,7.0,7.5,6.5,0.0,8.0,5.0,9.0,6.9,-1.0,0,7.693461905
2010,0,Feminino,Pública,10.0,10.0,0.094,7.5,8.0,7.0,0.0,7.8,5.0,9.0,8.8,-1.0,0,8.3792
2013,0,Masculino,Pública,10.0,9.7,0.075,9.5,10.0,9.0,0.0,7.5,5.0,9.0,7.8,-1.0,0,8.379818421
2000,0,Feminino,Privada,10.0,9.0,0.025,4.0,5.0,3.0,0.0,7.3,5.0,8.0,6.3,-1.0,0,6.448342857
1998,0,Feminino,Pública,9.0,8.8,0.075,6.5,6.0,7.0,0.0,6.5,5.0,9.0,6.3,-1.0,0,7.132342857
1988,0,Masculino,Pública,9.0,7.6,0.075,4.5,4.0,5.0,0.0,4.6,5.0,9.0,5.6,-1.0,0,6.053509524
1992,0,Masculino,Pública,9.0,9.5,0.025,8.8,10.0,7.5,0.0,6.8,5.0,9.0,7.5,-1.0,0,7.419580952
1993,0,Masculino,Pública,9.5,8.8,0.025,4.5,3.0,6.0,0.0,7.8,5.0,8.0,7.5,-1.0,0,6.67772381
1994,0,Masculino,Pública,8.5,9.5,0.075,6.3,6.0,6.5,0.0,6.8,5.0,9.0,6.3,-1.0,0,7.234012866
1995,0,Feminino,Pública,8.5,6.6,0.031,6.5,6.5,6.5,0.0,6.1,5.0,9.0,5.6,-1.0,0,6.066009524
1945,0,Masculino,Pública,8.0,7.0,0.075,4.8,3.0,6.5,0.0,7.3,5.0,8.0,7.2,-1.0,0,6.587019519
1944,0,Masculino,Pública,7.0,4.6,0.075,7.0,7.5,6.5,0.0,7.4,5.0,9.0,7.2,-1.0,0,6.472736096
1943,0,Feminino,Pública,8.5,7.3,0.025,2.8,3.5,2.0,0.0,6.2,5.0,10.0,6.6,-2.0,0,5.505853162
1892,0,Feminino,Pública,9.5,9.5,0.025,9.8,10.0,9.5,0.0,8.4,5.0,9.0,8.1,-1.0,0,8.057128571
1890,0,Feminino,Pública,10.0,9.0,0.063,8.8,10.0,7.5,0.0,8.0,5.0,10.0,7.5,-1.0,0,8.035957576
1900,0,Masculino,Pública,8.5,10.0,0.075,8.5,10.0,7.0,0.0,8.3,5.0,9.0,7.5,-1.0,0,8.2072
1903,0,Masculino,Pública,9.0,10.0,0.069,8.5,9.0,8.0,0.0,8.3,5.0,8.0,7.5,-1.0,0,8.1942
1905,0,Masculino,Pública,8.0,6.9,0.025,7.5,10.0,5.0,0.0,6.6,5.0,9.0,6.6,-1.0,0,6.395389394
1880,0,Feminino,Pública,9.5,10.0,0.075,10.0,10.0,10.0,0.0,9.7,5.0,9.0,8.1,-1.0,0,8.9597
1877,0,Masculino,Pública,8.0,9.8,0.038,7.0,8.0,6.0,0.0,7.2,5.0,8.0,6.9,-1.0,0,7.156366667
1881,0,Masculino,Pública,9.0,8.6,0.075,7.5,10.0,5.0,0.0,6.3,5.0,10.0,7.2,-2.0,0,7.346677273
1888,0,Masculino,Pública,9.0,7.4,0.075,8.5,10.0,7.0,0.0,7.5,5.0,9.0,7.5,-1.0,0,7.583018182
1884,0,Feminino,Pública,9.5,9.5,0.063,9.5,10.0,9.0,0.0,8.1,5.0,9.0,7.5,-1.0,0,8.257957576
1885,0,Feminino,Pública,10.0,8.8,0.063,8.8,10.0,7.5,0.0,8.2,5.0,8.0,7.5,-1.0,0,8.03450303
1887,0,Masculino,Pública,8.5,9.3,0.063,9.8,10.0,9.5,0.0,8.3,5.0,9.0,7.5,-1.0,0,8.191290909
1906,0,Masculino,Pública,9.0,5.7,0.025,7.8,8.0,7.5,0.0,4.7,5.0,8.0,5.0,-1.0,0,5.783955981
1942,0,Feminino,Pública,8.5,8.1,0.075,4.8,3.0,6.5,0.0,6.8,5.0,9.0,7.2,-1.0,0,6.764292246
1928,0,Feminino,Pública,9.5,7.7,0.075,8.3,9.0,7.5,0.0,8.2,5.0,9.0,7.2,-1.0,0,7.74949386
1926,0,Feminino,Pública,9.0,9.5,0.075,7.3,7.0,7.5,0.0,6.9,5.0,10.0,8.1,-2.0,0,7.697103509
1938,0,Feminino,Pública,8.5,8.7,0.075,6.0,5.0,7.0,0.0,7.5,5.0,8.0,7.5,-1.0,0,7.283820321
1941,0,Masculino,Pública,7.0,2.8,0.025,6.0,5.5,6.5,0.0,6.7,5.0,10.0,6.9,-1.0,0,5.221205051
1927,0,Feminino,Pública,7.9,8.7,0.025,2.8,1.0,4.5,0.0,6.2,5.0,8.0,5.9,-1.0,0,5.657357018
1925,0,Masculino,Pública,7.5,7.7,0.075,7.3,7.0,7.5,0.0,6.8,5.0,10.0,7.5,-1.0,0,7.090077193
1909,0,Masculino,Pública,8.5,3.2,0.025,5.5,10.0,1.0,0.0,4.3,5.0,8.0,4.7,-1.0,0,4.668434848
1916,0,Feminino,Pública,9.5,8.8,0.075,6.0,6.0,6.0,0.0,8.7,5.0,8.0,7.5,-1.0,0,7.6352
1911,0,Feminino,Pública,8.5,7.9,0.025,5.3,6.5,4.0,0.0,7.0,5.0,8.0,6.9,-1.0,0,6.315972727
1912,0,Feminino,Pública,9.5,8.4,0.025,6.5,7.5,5.5,0.0,7.2,5.0,8.0,7.2,-1.0,0,6.853080435
1913,0,Feminino,Pública,9.5,10.0,0.081,8.8,9.0,8.5,0.0,8.3,5.0,8.0,7.5,-1.0,0,8.4192
1924,0,Feminino,Pública,9.0,9.8,0.025,9.3,10.0,8.5,0.0,7.2,5.0,10.0,7.8,-2.0,0,7.665116667
2017,0,Masculino,Pública,9.5,9.5,0.075,8.3,9.5,7.0,0.0,7.3,5.0,9.0,8.1,-1.0,0,8.035245455
2109,1,Feminino,Pública,9.0,9.3,0.075,7.0,6.5,7.5,0.0,7.5,5.0,11.0,7.5,-1.0,0,7.655745455
2110,1,Masculino,Privada,9.5,7.8,0.063,2.5,5.0,0.0,0.0,6.7,5.0,11.0,5.6,-1.0,0,6.039881818
2111,1,Masculino,Pública,9.5,9.0,0.075,7.0,6.5,7.5,0.0,7.9,5.0,10.0,8.4,-1.0,0,7.833495455
2112,1,Masculino,Pública,10.0,9.3,0.063,7.8,6.0,9.5,0.0,7.9,5.0,10.0,7.5,-1.0,0,7.864245455
2116,1,Feminino,Pública,8.0,8.0,0.075,5.5,5.0,6.0,0.0,8.2,10.0,9.0,8.1,0.0,0,7.688609091
2107,1,Masculino,Pública,8.5,9.8,0.075,6.5,6.5,6.5,0.0,8.1,10.0,8.0,8.1,0.0,0,8.285245455
2117,1,Masculino,Pública,9.0,4.5,0.05,1.0,0.0,2.0,0.0,6.2,5.0,11.0,7.5,-1.0,0,5.009290909
2108,1,Feminino,Pública,10.0,9.5,0.094,8.0,8.0,8.0,0.0,8.4,10.0,9.0,7.8,0.0,0,8.907995455
2124,1,Masculino,Pública,9.5,4.7,0.063,7.8,6.0,9.5,0.0,7.9,5.0,10.0,8.8,-1.0,0,7.023593939
2097,1,Masculino,Pública,9.0,7.3,0.055999999999999994,6.0,5.0,7.0,0.0,5.1,5.0,10.0,5.6,-1.0,0,6.211460211
2091,1,Masculino,Pública,9.0,6.1,0.044000000000000004,6.8,6.0,7.5,0.0,7.0,5.0,11.0,7.2,-1.0,0,6.533556061
2092,1,Masculino,Pública,9.0,10.0,0.075,9.3,10.0,8.5,0.0,7.9,10.0,10.0,8.1,0.0,0,8.891033333
2093,1,Feminino,Pública,8.0,10.0,0.075,10.0,10.0,10.0,0.0,8.8,5.0,11.0,8.4,-1.0,0,8.651616667
2094,1,Feminino,Pública,9.0,9.3,0.081,8.5,8.0,9.0,0.0,8.6,10.0,9.0,8.1,0.0,0,8.80200303
2095,1,Feminino,Pública,10.0,9.8,0.075,5.0,6.0,4.0,0.0,7.9,10.0,9.0,7.8,0.0,0,8.075828788
2098,1,Masculino,Pública,8.0,7.1,0.055999999999999994,7.5,6.0,9.0,0.0,8.4,5.0,12.0,6.9,-2.0,0,7.14043386
2105,1,Feminino,Pública,10.0,10.0,0.075,9.5,9.0,10.0,0.0,8.4,5.0,10.0,8.4,-1.0,0,8.67895
2099,1,Feminino,Pública,9.0,9.5,0.075,7.8,7.5,8.0,0.0,8.2,10.0,9.0,7.8,0.0,0,8.520995455
2100,1,Masculino,Privada,10.0,9.1,0.075,4.3,2.5,6.0,0.0,8.0,10.0,9.0,7.5,0.0,0,7.769381818
2101,1,Masculino,Pública,9.5,8.6,0.075,6.3,5.5,7.0,0.0,5.8,5.0,11.0,5.3,-1.0,0,6.875722727
2102,1,Masculino,Pública,8.0,10.0,0.075,8.8,10.0,7.5,0.0,7.9,10.0,9.0,8.1,0.0,0,8.6977
2103,1,Feminino,Pública,9.0,8.8,0.069,8.8,8.0,9.5,0.0,7.3,5.0,10.0,7.5,-1.0,0,7.797790909
2104,1,Masculino,Pública,8.5,9.8,0.075,8.0,9.0,7.0,0.0,7.9,5.0,11.0,7.8,-1.0,0,8.01645
2089,1,Masculino,Pública,6.2,5.9,0.044000000000000004,3.8,0.5,7.0,0.0,3.2,5.0,12.0,4.1,-2.0,0,4.542230369
2151,1,Masculino,Pública,7.5,8.6,0.055999999999999994,6.5,6.0,7.0,0.0,6.6,5.0,12.0,6.5,-1.0,0,6.812115679
2146,1,Feminino,Pública,8.0,9.3,0.075,6.5,7.0,6.0,0.0,7.2,10.0,10.0,8.3,0.0,0,7.992169697
2147,1,Feminino,Pública,7.9,4.0,0.063,0.0,0.0,0.0,0.0,4.5,5.0,11.0,6.0,-1.0,0,4.211813834
2148,1,Masculino,Pública,10.0,8.0,0.075,8.3,8.5,8.0,0.0,6.6,5.0,11.0,7.3,-1.0,0,7.539847563
2149,1,Feminino,Pública,10.0,7.3,0.069,7.3,7.5,7.0,0.0,7.4,5.0,10.0,6.9,-1.0,0,7.262698024
2152,1,Masculino,Pública,9.0,6.4,0.05,3.5,2.0,5.0,0.0,4.2,5.0,12.0,5.6,-1.0,0,5.294247619
2143,1,Masculino,Pública,9.5,9.3,0.075,8.0,7.0,9.0,0.0,7.9,10.0,10.0,8.3,0.0,0,8.591290909
2153,1,Masculino,Pública,0.0,4.6,0.05,6.8,7.5,6.0,0.0,6.6,5.0,12.0,6.7,-2.0,0,5.264567852
2154,1,Feminino,Privada,9.0,9.6,0.075,8.0,8.0,8.0,0.0,8.2,5.0,11.0,8.5,-1.0,0,8.161100527
2155,1,Feminino,Pública,8.4,5.3,0.05,3.8,3.5,4.0,0.0,4.2,5.0,12.0,5.8,-1.0,0,5.079588537
2157,1,Feminino,Pública,7.4,8.0,0.075,6.0,6.0,6.0,0.0,6.8,5.0,12.0,6.9,-1.0,0,6.833780896
2144,1,Feminino,Pública,9.0,9.8,0.075,7.0,7.0,7.0,0.0,7.2,5.0,10.0,8.3,-1.0,0,7.783078788
2142,1,Masculino,Pública,8.5,8.7,0.075,7.5,9.0,6.0,0.0,7.4,10.0,9.0,7.9,0.0,0,8.116381818
2127,1,Feminino,Pública,7.9,8.4,0.075,6.3,7.5,5.0,0.0,7.8,5.0,11.0,8.4,-1.0,0,7.385368182
2130,1,Feminino,Pública,10.0,5.4,0.055999999999999994,2.0,0.0,4.0,0.0,4.3,5.0,12.0,7.2,-2.0,0,5.110372078
2131,1,Feminino,Pública,8.5,9.6,0.063,6.3,6.5,6.0,0.0,7.6,10.0,10.0,8.3,0.0,0,7.986866667
2132,1,Feminino,Pública,9.5,10.0,0.063,7.0,7.0,7.0,0.0,6.3,10.0,9.0,5.8,0.0,0,7.8262
2134,1,Feminino,Pública,8.5,7.5,0.063,7.5,6.0,9.0,0.0,7.0,5.0,10.0,6.9,-1.0,0,7.072914756
2135,1,Feminino,Pública,8.5,9.6,0.055999999999999994,5.3,5.0,5.5,0.0,7.0,5.0,11.0,7.3,-1.0,0,7.005745455
2137,1,Masculino,Pública,8.0,4.8,0.075,4.5,5.0,4.0,0.0,4.7,5.0,12.0,6.0,-2.0,0,5.455245455
2138,1,Feminino,Pública,8.0,9.3,0.075,8.0,8.0,8.0,0.0,8.3,10.0,9.0,9.0,0.0,0,8.581790909
2139,1,Masculino,Pública,9.0,9.8,0.075,8.5,8.0,9.0,0.0,7.9,10.0,9.0,8.8,0.0,0,8.773866667
2140,1,Masculino,Pública,10.0,8.5,0.063,8.5,10.0,7.0,0.0,8.1,10.0,10.0,8.1,0.0,0,8.44700303
2090,1,Masculino,Pública,10.0,9.1,0.055999999999999994,8.3,8.0,8.5,0.0,7.9,10.0,9.0,8.1,0.0,0,8.425024769
2088,1,Masculino,Pública,6.4,10.0,0.075,7.5,9.0,6.0,0.0,8.6,5.0,10.0,7.5,-1.0,0,7.866133333
2043,0,Feminino,Pública,9.5,9.5,0.063,6.5,6.0,7.0,0.0,7.5,5.0,8.0,6.9,-1.0,0,7.4637
2039,0,Masculino,Pública,9.5,9.3,0.075,6.5,6.0,7.0,0.0,7.5,5.0,8.0,7.5,-1.0,0,7.607721739
2035,0,Feminino,Pública,9.0,7.0,0.063,6.0,6.0,6.0,0.0,7.0,5.0,8.0,6.3,-1.0,0,6.651373913
2019,0,Masculino,Pública,7.4,7.9,0.075,6.8,8.5,5.0,0.0,6.1,5.0,9.0,7.5,-1.0,0,6.891618182
2020,0,Masculino,Pública,9.5,8.4,0.075,6.8,8.0,5.5,0.0,7.2,5.0,9.0,8.8,-1.0,0,7.537472727
2021,0,Feminino,Pública,9.0,6.5,0.075,2.3,2.0,2.5,0.0,6.8,5.0,10.0,8.8,-2.0,0,6.137654546
2022,0,Masculino,Pública,10.0,9.3,0.075,3.8,6.5,1.0,0.0,6.6,5.0,10.0,7.5,-2.0,0,6.931836364
2024,0,Masculino,Pública,9.5,8.6,0.075,9.0,9.5,8.5,0.0,7.3,5.0,10.0,8.1,-2.0,0,7.994336364
2026,0,Masculino,Pública,9.0,7.9,0.075,7.3,9.0,5.5,0.0,7.3,5.0,9.0,8.1,-1.0,0,7.453427273
2033,0,Feminino,Pública,10.0,7.3,0.063,7.0,5.0,9.0,0.0,7.6,5.0,8.0,6.9,-1.0,0,7.188033333
2031,0,Feminino,Pública,8.5,7.7,0.05,8.0,8.0,8.0,0.0,7.3,5.0,8.0,6.9,-1.0,0,7.146366667
2051,0,Feminino,Pública,9.0,9.5,0.069,8.3,10.0,6.5,0.0,7.3,5.0,9.0,6.9,-1.0,0,7.798221739
2087,1,Feminino,Pública,8.0,10.0,0.069,6.8,7.0,6.5,0.0,7.8,5.0,12.0,7.2,-2.0,0,7.61095
2079,1,Feminino,Pública,9.0,9.8,0.069,9.0,10.0,8.0,0.0,8.8,10.0,10.0,8.4,0.0,0,8.954495455
2073,1,Masculino,Pública,8.5,7.7,0.063,8.3,8.5,8.0,0.0,8.5,5.0,10.0,8.4,-1.0,0,7.705404545
2076,1,Masculino,Pública,9.0,7.7,0.075,9.0,10.0,8.0,0.0,7.8,5.0,10.0,8.4,-1.0,0,7.897071212
2077,1,Feminino,Pública,9.5,9.3,0.063,8.8,9.5,8.0,0.0,8.6,10.0,9.0,7.8,0.0,0,8.692255195
2078,1,Feminino,Pública,9.5,9.1,0.063,8.5,8.0,9.0,0.0,8.7,5.0,10.0,7.8,-1.0,0,8.109631818
2080,1,Masculino,Pública,9.5,9.3,0.075,8.0,9.0,7.0,0.0,8.0,5.0,10.0,8.4,-1.0,0,8.098586364
2081,1,Masculino,Pública,9.5,9.3,0.063,6.5,5.5,7.5,0.0,8.1,5.0,10.0,7.5,-1.0,0,7.613169697
2083,1,Masculino,Pública,6.3,7.7,0.063,6.5,7.0,6.0,0.0,5.8,5.0,11.0,6.6,-1.0,0,6.427771212
2085,1,Masculino,Pública,8.5,9.3,0.044000000000000004,7.3,6.0,8.5,0.0,5.8,10.0,10.0,5.3,0.0,0,7.291729315
2072,1,Feminino,Pública,9.0,8.2,0.063,6.5,7.0,6.0,0.0,6.7,5.0,10.0,7.5,-1.0,0,7.057230303
2070,1,Masculino,Pública,9.5,7.5,0.075,8.0,9.5,6.5,0.0,8.3,5.0,10.0,8.4,-1.0,0,7.812283333
2056,0,Masculino,Pública,10.0,9.0,0.075,5.0,4.0,6.0,0.0,7.5,5.0,9.0,7.5,-1.0,0,7.305711278
2450,3,Feminino,Pública,8.3,7.8,0.081,6.3,5.5,6.5,7.0,6.5,10.0,13.0,7.0,0.0,0,7.479598365
2273,2,Feminino,Pública,7.4,7.8,0.075,5.3,5.0,5.5,0.0,8.0,10.0,10.0,7.7,0.0,0,7.482680952
2885,6,Masculino,Pública,7.5,7.8,0.055999999999999994,8.3,7.0,8.0,10.0,7.6,5.0,18.0,7.6,-1.0,0,7.328933333
2833,5,Masculino,Pública,9.6,9.0,0.075,5.8,4.0,5.0,8.5,7.7,10.0,15.0,7.3,0.0,0,7.948699561
2834,5,Feminino,Privada - Programa de Apadrinhamento,8.3,7.4,0.063,5.7,3.0,5.5,8.5,7.7,5.0,17.0,7.3,-1.0,0,6.855108333
2835,5,Feminino,Privada - Programa de Apadrinhamento,8.8,8.0,0.063,4.0,5.0,7.0,0.0,7.8,10.0,15.0,8.0,0.0,0,7.258445588
2837,5,Masculino,Privada,9.6,8.1,0.063,5.7,6.0,2.0,9.0,6.9,5.0,17.0,6.3,-2.0,0,6.837125731
2838,5,Feminino,Privada - Programa de Apadrinhamento,7.5,9.4,0.075,8.5,10.0,7.5,8.0,7.9,10.0,16.0,8.0,0.0,0,8.462750244
2841,5,Feminino,Pública,9.2,9.0,0.063,7.3,5.0,7.5,9.5,6.7,5.0,17.0,7.5,-1.0,0,7.400633333
2842,5,Feminino,Privada - Programa de Apadrinhamento,9.2,10.0,0.075,8.0,8.5,7.0,8.5,8.4,10.0,15.0,7.7,0.0,0,8.708925
2843,5,Feminino,Pública,6.7,4.0,0.063,3.2,5.0,0.0,4.5,5.8,5.0,16.0,7.3,-1.0,0,5.123180882
2844,5,Feminino,Privada - Programa de Apadrinhamento,9.2,10.0,0.075,6.7,7.5,5.5,7.0,8.4,10.0,15.0,7.7,0.0,0,8.442258333
2845,5,Feminino,Pública,8.3,6.6,0.075,5.3,4.5,1.5,10.0,6.5,5.0,16.0,7.3,-1.0,0,6.509169737
2847,5,Feminino,Privada - Programa de Apadrinhamento,8.3,7.8,0.063,4.0,2.5,1.5,8.0,6.7,10.0,15.0,6.9,0.0,0,6.855159259
2832,5,Feminino,Privada - Programa de Apadrinhamento,8.3,9.6,0.055999999999999994,9.3,9.0,9.0,10.0,8.2,10.0,13.0,8.1,2.0,0,8.65102963
2831,5,Feminino,Pública,7.9,9.1,0.075,4.7,2.0,6.0,6.0,7.4,5.0,16.0,7.3,-1.0,0,7.025000926
2830,5,Feminino,Pública,7.5,7.3,0.055999999999999994,5.2,0.0,7.5,8.0,7.4,5.0,17.0,7.8,-2.0,0,6.58379386
2815,5,Feminino,Pública,8.3,9.3,0.075,6.2,6.0,2.5,10.0,7.4,5.0,16.0,7.5,-1.0,0,7.400477922
2816,5,Feminino,Pública,8.8,9.4,0.075,5.0,4.0,5.0,6.0,7.4,5.0,17.0,7.7,-2.0,0,7.263155556
2818,5,Feminino,Outros,9.6,7.6,0.05,6.8,2.0,8.5,10.0,6.3,5.0,18.0,4.8,-2.0,0,6.576761183
2819,5,Masculino,Pública,6.7,8.7,0.075,7.7,6.0,7.0,10.0,7.5,5.0,17.0,7.3,-1.0,0,7.411701732
2820,5,Masculino,Pública,9.6,8.8,0.075,5.8,7.5,5.0,5.0,7.4,5.0,17.0,7.7,-2.0,0,7.386027417
2829,5,Feminino,Pública,8.8,7.1,0.075,6.7,7.0,6.0,7.0,7.1,5.0,16.0,7.5,-1.0,0,7.043536903
2824,5,Feminino,Pública,9.2,10.0,0.075,7.0,7.0,6.0,8.0,7.1,5.0,16.0,8.1,-1.0,0,7.801633333
2826,5,Feminino,Privada - Programa de Apadrinhamento,7.5,10.0,0.063,9.5,10.0,9.0,9.5,8.2,10.0,14.0,8.1,1.0,0,8.7225
2827,5,Feminino,Pública,10.0,8.3,0.063,2.0,0.0,2.0,4.0,6.3,5.0,17.0,4.6,-2.0,0,5.896306782
2828,5,Feminino,Pública,9.6,8.7,0.075,7.7,7.0,7.0,9.0,7.1,5.0,16.0,7.5,-1.0,0,7.648638716
2848,5,Feminino,Pública,7.9,7.7,0.075,2.8,3.5,1.5,3.5,6.4,5.0,16.0,7.3,-1.0,0,6.166153947
2850,5,Masculino,Pública,7.1,8.7,0.055999999999999994,6.5,5.5,7.0,7.0,7.1,10.0,15.0,7.5,1.0,0,7.489282456
2870,6,Masculino,Privada - Programa de Apadrinhamento,7.5,8.4,0.055999999999999994,7.2,6.5,5.5,9.5,6.4,5.0,18.0,6.7,-1.0,0,6.887248016
2871,6,Feminino,Privada,8.3,5.6,0.075,6.2,3.0,7.0,8.5,7.2,5.0,17.0,7.3,-1.0,0,6.627079762
2877,6,Feminino,Privada - Programa de Apadrinhamento,7.1,8.0,0.075,8.0,9.5,6.0,8.5,8.0,10.0,17.0,8.0,0.0,0,8.052609921
2879,6,Feminino,Privada - Programa de Apadrinhamento,10.0,7.5,0.055999999999999994,7.3,9.0,4.0,9.0,8.1,5.0,18.0,7.9,-1.0,0,7.426704762
2880,6,Feminino,Privada - Programa de Apadrinhamento,8.8,9.5,0.063,8.2,8.0,6.5,10.0,8.3,5.0,18.0,8.4,-1.0,0,8.033470175
2881,6,Feminino,Privada - Programa de Apadrinhamento,9.2,9.6,0.075,9.0,8.5,9.0,9.5,8.6,10.0,17.0,8.4,0.0,0,8.949524561
2882,6,Feminino,Privada - Programa de Apadrinhamento,10.0,9.7,0.063,8.0,7.0,7.0,10.0,8.2,10.0,17.0,8.4,0.0,0,8.637033333
2883,6,Feminino,Privada - Programa de Apadrinhamento,9.2,9.3,0.063,7.5,9.0,6.5,7.0,7.8,10.0,16.0,7.9,0.0,0,8.256566667
2869,6,Feminino,Privada - Programa de Apadrinhamento,9.2,8.8,0.055999999999999994,5.7,7.0,3.5,6.5,7.9,10.0,16.0,7.8,0.0,0,7.721664286
2867,6,Masculino,Pública,9.2,9.7,0.055999999999999994,8.2,9.0,7.5,8.0,7.1,5.0,17.0,6.8,-1.0,0,7.65662877
2858,5,Feminino,Pública,7.9,7.1,0.063,1.5,0.0,4.5,0.0,6.3,5.0,16.0,7.5,-1.0,0,5.641583896
2852,5,Feminino,Privada - Programa de Apadrinhamento,8.8,9.0,0.063,8.2,8.0,7.5,9.0,7.5,10.0,15.0,7.5,1.0,0,8.177186957
2853,5,Masculino,Pública,8.8,8.6,0.055999999999999994,4.5,4.0,2.5,7.0,7.3,5.0,16.0,6.9,-1.0,0,6.713500621
2854,5,Feminino,Privada - Programa de Apadrinhamento,8.3,10.0,0.063,9.7,10.0,9.0,10.0,8.7,10.0,14.0,8.1,1.0,0,8.950566667
2856,5,Feminino,Pública,7.9,9.5,0.063,7.2,6.0,6.0,9.5,7.8,10.0,14.0,8.1,1.0,0,8.125807933
2857,5,Feminino,Pública,9.6,9.9,0.055999999999999994,6.2,8.0,5.0,5.5,7.7,5.0,18.0,7.5,-2.0,0,7.508514493
